Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,279/527,.529,89/121,.736,70,717,48,207,167,42,38,65,2.57,48,22
离岛落得慢,216/416,.519,129/158,.816,48,609,36,184,155,24,18,65,2.38,42,22
Goodtime Brother,219/461,.475,135/170,.794,54,627,39,192,137,39,18,76,1.80,43,22
Michael Chow's Team,227/441,.515,98/120,.817,52,604,78,296,141,47,35,75,1.88,43,22
Luke's Team,200/384,.521,108/131,.824,45,553,54,208,119,25,27,62,1.92,40,22
达里安人阿闹,231/482,.479,80/103,.777,58,600,56,269,143,43,19,87,1.64,42,22
TST WATER CANNON,215/514,.418,126/155,.813,65,621,39,225,172,39,19,78,2.21,48,22
甄姬拔菜,196/419,.468,114/148,.770,38,544,61,230,119,28,36,64,1.86,48,22
