Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,266/486,.547,98/138,.710,43,673,71,232,192,44,31,63,3.05,43,23
达里安人阿闹,278/599,.464,125/152,.822,66,747,101,354,207,40,27,101,2.05,53,23
Goodtime Brother,214/464,.461,107/134,.799,42,577,35,193,156,35,18,71,2.20,38,23
甄姬拔菜,221/414,.534,92/121,.760,47,581,72,240,88,33,26,44,2.00,40,23
Luke's Team,242/491,.493,105/128,.820,59,648,82,242,132,37,40,70,1.89,47,23
离岛落得慢,157/305,.515,79/93,.849,34,427,27,127,89,18,8,47,1.89,35,23
Michael Chow's Team,190/378,.503,52/77,.675,33,465,56,243,135,27,30,58,2.33,40,23
TST WATER CANNON,264/534,.494,138/170,.812,75,741,56,225,198,39,17,76,2.61,43,23
