Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
麦阿蜜,207/452,.458,113/148,.764,55,582,62,221,144,46,23,84,1.71,40,6
SINCE’02,220/439,.501,70/84,.833,76,586,47,199,129,49,37,53,2.43,41,6
GUCCI GUCCI,130/279,.466,57/72,.792,29,346,37,119,54,25,13,26,2.08,36,6
芝加哥牛子,183/372,.492,83/107,.776,49,498,50,236,143,32,17,62,2.31,34,6
INJ CAMP,139/293,.474,66/85,.776,40,384,44,123,73,12,14,57,1.28,38,6
水仔,214/426,.502,101/114,.886,62,591,63,223,134,35,24,79,1.70,38,6
Jameson's Nifty Team,182/404,.450,65/87,.747,57,486,46,198,100,31,27,50,2.00,42,6
sean's Team,190/412,.461,104/133,.782,40,524,50,216,112,42,30,72,1.56,41,6
Notorious BI3,178/387,.460,83/110,.755,48,487,43,187,99,24,20,67,1.48,40,6
歪炮 mvp Team,198/408,.485,119/145,.821,68,583,35,151,107,19,11,59,1.81,30,6
max,220/407,.541,71/95,.747,58,569,50,188,78,35,28,38,2.05,38,6
江郎才尽 理屈词穷 黔驴技穷,152/333,.456,73/93,.785,47,424,36,172,138,31,14,52,2.65,41,6
YY,114/240,.475,62/87,.713,15,305,73,235,137,36,15,57,2.40,38,6
脆皮队,212/460,.461,116/144,.806,62,602,37,159,132,34,15,60,2.20,37,6
想夺冠的联系我 Cash Only,234/481,.486,143/171,.836,83,694,36,172,130,34,17,74,1.76,37,6
立超's Notable Team,173/396,.437,112/126,.889,67,525,23,140,110,32,16,71,1.55,35,6
