Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
麦阿蜜,222/437,.508,81/99,.818,48,573,61,216,156,51,22,72,2.17,34,10
GUCCI GUCCI,118/244,.484,49/62,.790,23,308,16,118,83,28,15,37,2.24,37,10
INJ CAMP,185/362,.511,82/105,.781,70,522,27,132,126,38,18,50,2.52,38,10
YY,151/312,.484,66/95,.695,30,398,86,222,128,30,24,69,1.86,41,10
Jameson's Nifty Team,199/428,.465,92/118,.780,56,546,64,202,112,33,18,65,1.72,40,10
脆皮队,226/471,.480,121/159,.761,73,646,24,164,157,34,19,83,1.89,38,10
Notorious BI3,175/338,.518,58/78,.744,45,453,51,185,98,16,26,48,2.04,37,10
江郎才尽 理屈词穷 黔驴技穷,196/423,.463,90/116,.776,55,537,87,242,150,42,17,68,2.21,40,10
max,202/456,.443,89/111,.802,55,548,39,170,91,33,41,62,1.47,39,10
芝加哥牛子,191/412,.464,92/121,.760,46,520,51,230,173,36,18,85,2.04,41,10
sean's Team,231/433,.533,124/153,.810,43,629,72,210,83,45,20,65,1.28,36,10
SINCE’02,140/304,.461,59/70,.843,50,389,31,154,113,33,18,50,2.26,38,10
水仔,178/362,.492,76/96,.792,46,478,68,229,93,27,12,52,1.79,37,10
想夺冠的联系我 Cash Only,203/428,.474,111/137,.810,51,568,17,118,94,30,12,68,1.38,35,10
歪炮 mvp Team,227/450,.504,105/123,.854,77,636,28,147,134,22,18,71,1.89,31,10
立超's Notable Team,211/444,.475,102/115,.887,85,609,25,126,113,43,13,64,1.77,36,10
