Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
麦阿蜜,261/512,.510,120/151,.795,85,727,75,251,151,54,22,71,2.13,44,11
想夺冠的联系我 Cash Only,265/541,.490,168/207,.812,76,774,25,169,151,34,12,92,1.64,44,11
GUCCI GUCCI,161/322,.500,67/82,.817,41,430,24,139,67,28,26,40,1.68,44,11
YY,174/321,.542,81/108,.750,40,469,56,191,154,34,27,64,2.41,45,11
INJ CAMP,218/434,.502,135/163,.828,44,615,45,171,140,34,24,79,1.77,43,11
max,180/360,.500,72/91,.791,60,492,38,162,119,33,39,46,2.59,45,11
Jameson's Nifty Team,163/333,.489,74/96,.771,61,461,37,178,93,23,32,34,2.74,43,11
SINCE’02,139/331,.420,44/55,.800,41,363,44,169,112,25,24,53,2.11,43,11
Notorious BI3,212/404,.525,96/120,.800,40,560,52,230,99,24,20,46,2.15,43,11
脆皮队,251/566,.443,134/167,.802,96,732,34,204,198,46,29,86,2.30,44,11
sean's Team,241/513,.470,117/144,.813,48,647,61,218,109,44,26,71,1.54,42,11
立超's Notable Team,120/248,.484,55/63,.873,46,341,15,75,90,16,10,28,3.21,31,11
水仔,212/419,.506,99/129,.767,58,581,56,242,141,35,32,51,2.76,42,11
江郎才尽 理屈词穷 黔驴技穷,163/360,.453,76/93,.817,48,450,40,178,129,28,22,61,2.11,41,11
歪炮 mvp Team,218/453,.481,100/122,.820,60,596,26,152,136,21,13,70,1.94,35,11
芝加哥牛子,210/465,.452,87/107,.813,49,556,30,200,186,34,19,59,3.15,42,11
