Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
麦阿蜜,135/313,.431,46/60,.767,39,355,48,183,91,25,13,58,1.57,43,24
水仔,175/319,.549,68/91,.747,25,443,60,197,97,34,22,43,2.26,44,24
Notorious BI3,169/338,.500,71/87,.816,46,455,26,150,102,21,14,61,1.67,36,24
脆皮队,151/298,.507,67/85,.788,40,409,24,122,110,34,14,61,1.80,36,24
max,207/390,.531,69/94,.734,65,548,71,233,157,38,17,57,2.75,44,24
波士顿凯子,203/415,.489,80/93,.860,52,538,64,210,115,29,16,48,2.40,43,24
sean's Team,165/295,.559,81/106,.764,33,444,54,179,96,41,19,44,2.18,40,24
YY,190/371,.512,78/97,.804,26,484,72,234,140,48,38,72,1.94,45,24
