Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,128/271,.472,46/59,.780,32,334,59,222,98,39,21,36,2.722,36,23
甄姬拔菜,165/308,.536,74/102,.725,40,444,47,195,98,34,18,45,2.178,32,23
Alex's Team,142/268,.530,38/49,.776,26,348,42,154,65,20,13,47,1.383,27,23
Luke's Team,147/269,.546,68/101,.673,44,406,25,135,127,24,16,47,2.702,28,23
CWB Shams,148/309,.479,65/82,.793,54,415,24,86,116,24,12,36,3.222,33,23
离岛落得慢,96/195,.492,32/45,.711,37,261,17,81,80,18,6,31,2.581,26,23
Michael Chow's Team,149/305,.489,57/68,.838,35,390,49,155,95,31,22,60,1.583,32,23
达里安人阿闹,110/241,.456,68/92,.739,27,315,35,139,116,23,12,43,2.698,29,23
