Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,191/360,.531,65/85,.765,29,476,77,294,154,34,23,73,2.11,45,2
GiannisISmySON,252/586,.430,118/156,.756,67,689,49,243,163,40,23,90,1.81,43,2
Alex's Team,242/523,.463,113/142,.796,80,677,60,229,145,44,39,80,1.81,42,2
sean's Dazzling Team,246/550,.447,110/143,.769,59,661,60,264,145,41,23,88,1.65,48,2
CWB Shams,201/449,.448,83/103,.806,81,566,31,179,144,36,20,51,2.82,42,2
甄姬拔菜,204/430,.474,112/144,.778,39,559,96,285,143,40,32,69,2.07,42,2
Deng's Team,153/288,.531,66/85,.776,29,401,46,216,120,28,20,59,2.03,44,2
Michael Chow's Team,220/461,.477,86/108,.796,96,622,38,220,162,42,27,63,2.57,46,2
Goodtime Brother,229/518,.442,136/167,.814,79,673,45,196,131,50,18,62,2.11,45,2
离岛落得慢,241/517,.466,92/111,.829,91,665,43,218,140,56,28,63,2.22,44,2
Kojima Production,262/540,.485,102/129,.791,75,701,39,211,146,42,10,101,1.45,42,2
TST WATER CANNON,242/519,.466,105/133,.789,85,674,41,220,106,29,23,81,1.31,44,2
Luke's Team,210/444,.473,98/146,.671,42,560,63,249,170,38,28,72,2.36,43,2
达里安人阿闹,261/539,.484,95/115,.826,78,695,54,218,157,40,25,71,2.21,46,2
