Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,142/294,.483,46/73,.630,21,351,47,204,124,43,16,45,2.76,29,8
Luke's Team,90/188,.479,42/57,.737,23,245,36,144,80,31,20,44,1.82,27,8
Alex's Team,169/335,.504,67/89,.753,62,467,44,187,95,30,35,61,1.56,30,8
Kojima Production,203/426,.477,104/122,.852,80,590,21,141,95,29,12,52,1.83,31,8
CWB Shams,166/342,.485,45/58,.776,68,445,27,117,103,21,10,47,2.19,30,8
达里安人阿闹,144/315,.457,80/106,.755,44,412,33,156,101,29,19,55,1.84,27,8
Deng's Team,122/240,.508,46/59,.780,31,321,35,149,61,23,16,42,1.45,28,8
TST WATER CANNON,116/253,.458,57/68,.838,43,332,26,123,69,26,11,45,1.53,21,8
GiannisISmySON,119/279,.427,65/91,.714,35,338,25,109,89,23,19,52,1.71,25,8
Goodtime Brother,181/348,.520,85/108,.787,56,503,30,132,117,39,12,74,1.58,32,8
Michael Chow's Team,127/313,.406,56/65,.862,48,358,15,142,123,33,19,69,1.78,26,8
甄姬拔菜,188/350,.537,56/74,.757,42,474,45,178,119,38,23,54,2.20,30,8
sean's Dazzling Team,134/299,.448,45/59,.763,39,352,26,124,90,24,15,56,1.61,29,8
离岛落得慢,122/271,.450,69/85,.812,40,353,31,121,90,27,15,47,1.91,25,8
