Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,216/414,.522,59/85,.694,41,532,64,278,165,40,27,51,3.235,41,21
Luke's Team,193/379,.509,92/118,.780,51,529,37,160,143,27,13,60,2.383,33,21
Alex's Team,198/356,.556,76/90,.844,54,526,45,166,97,32,21,50,1.940,29,21
达里安人阿闹,187/384,.487,72/95,.758,44,490,60,229,143,37,28,63,2.270,40,21
CWB Shams,207/451,.459,58/79,.734,66,538,18,112,153,22,8,53,2.887,40,21
甄姬拔菜,223/439,.508,102/127,.803,58,606,72,271,101,42,21,66,1.530,40,21
Michael Chow's Team,214/451,.475,69/91,.758,58,555,50,229,154,37,16,78,1.974,39,21
离岛落得慢,129/291,.443,56/66,.848,47,361,29,100,85,24,8,35,2.429,32,21
