Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,338/674,.501,113/156,.724,81,870,77,306,213,37,33,93,2.29,55,17
GiannisISmySON,351/705,.498,141/193,.731,68,911,111,403,184,49,39,97,1.90,58,17
Alex's Team,304/626,.486,94/131,.718,56,758,87,354,217,57,36,100,2.17,53,17
Kojima Production,290/665,.436,169/198,.854,82,831,59,234,186,40,14,84,2.21,56,17
CWB Shams,321/695,.462,99/117,.846,121,862,64,309,203,58,42,99,2.05,56,17
甄姬拔菜,213/441,.483,72/93,.774,60,558,68,270,179,45,39,59,3.03,51,17
Deng's Team,245/551,.445,107/139,.770,69,666,35,215,166,32,21,95,1.75,56,17
Goodtime Brother,370/717,.516,114/158,.722,71,925,93,343,219,64,32,107,2.05,53,17
Luke's Team,206/414,.498,72/100,.720,55,539,57,228,121,55,43,71,1.70,55,17
达里安人阿闹,322/699,.461,145/174,.833,91,880,73,364,226,42,32,109,2.07,60,17
Michael Chow's Team,297/584,.509,134/163,.822,92,820,73,331,251,59,46,98,2.56,61,17
TST WATER CANNON,259/576,.450,133/161,.826,67,718,42,209,164,57,45,76,2.16,53,17
sean's Dazzling Team,244/512,.477,91/113,.805,91,670,62,245,184,50,26,79,2.33,52,17
离岛落得慢,232/523,.444,133/151,.881,63,660,36,195,161,37,19,92,1.75,44,17
