Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,183/360,.508,59/71,.831,39,464,60,219,112,30,19,49,2.29,48,23
GiannisISmySON,244/505,.483,101/136,.743,58,647,63,281,126,30,39,81,1.56,44,23
Alex's Team,236/474,.498,76/99,.768,56,604,56,278,167,58,22,79,2.11,48,23
Michael Chow's Team,262/532,.492,118/152,.776,82,724,86,364,207,57,47,112,1.85,50,23
CWB Shams,278/555,.501,107/132,.811,99,762,48,233,151,51,31,88,1.72,47,23
甄姬拔菜,218/477,.457,114/126,.905,64,614,56,266,177,39,17,60,2.95,47,23
Goodtime Brother,303/632,.479,115/141,.816,62,783,73,298,199,41,21,88,2.26,48,23
sean's Dazzling Team,251/575,.437,114/130,.877,95,711,33,195,203,48,31,84,2.42,45,23
