Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,227/420,.540,56/74,.757,43,553,71,269,132,48,27,65,2.03,45,24
Goodtime Brother,212/408,.520,91/109,.835,49,564,33,157,120,34,6,55,2.18,42,24
Alex's Team,206/386,.534,56/74,.757,69,537,58,222,150,43,24,71,2.11,37,24
CWB Shams,176/359,.490,59/73,.808,77,488,30,152,139,31,22,58,2.40,41,24
GiannisISmySON,173/339,.510,77/97,.794,48,471,40,150,85,23,21,63,1.35,37,24
sean's Dazzling Team,129/299,.431,50/61,.820,58,366,15,101,78,26,11,29,2.69,39,24
Michael Chow's Team,237/473,.501,109/144,.757,75,658,71,297,177,41,36,79,2.24,40,24
甄姬拔菜,235/474,.496,105/121,.868,75,650,44,234,160,38,21,75,2.13,44,24
