Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,268/552,.486,87/109,.798,54,677,71,279,187,49,33,76,2.46,50,22
Michael Chow's Team,285/570,.500,114/146,.781,97,781,61,301,211,51,34,96,2.20,45,22
Alex's Team,237/437,.542,88/114,.772,43,605,65,324,161,35,34,55,2.93,47,22
GiannisISmySON,257/550,.467,115/147,.782,56,685,66,286,149,34,26,88,1.69,45,22
CWB Shams,279/561,.497,69/86,.802,111,738,39,225,171,51,28,80,2.14,49,22
sean's Dazzling Team,258/573,.450,83/99,.838,116,715,37,194,179,31,15,78,2.29,48,22
Goodtime Brother,256/531,.482,101/128,.789,72,685,48,218,172,35,23,67,2.57,46,22
甄姬拔菜,163/312,.522,82/99,.828,46,454,57,233,120,31,25,42,2.86,47,22
