Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,155/316,.491,70/93,.753,28,408,55,186,130,30,15,51,2.55,43,13
甄姬拔菜,169/297,.569,97/124,.782,21,456,81,241,136,27,36,61,2.23,46,13
Alex's Team,195/407,.479,74/92,.804,59,523,51,202,159,30,22,58,2.74,45,13
GiannisISmySON,251/499,.503,117/135,.867,63,682,49,223,142,28,25,64,2.22,39,13
CWB Shams,229/445,.515,85/107,.794,67,610,50,201,137,34,30,55,2.49,42,13
Deng's Team,169/377,.448,65/80,.813,50,453,30,133,86,31,14,47,1.83,44,13
Goodtime Brother,205/438,.468,100/125,.800,65,575,35,166,124,28,24,57,2.18,37,13
离岛落得慢,228/468,.487,114/148,.770,67,637,41,224,158,33,14,78,2.03,43,13
Kojima Production,171/366,.467,76/97,.784,53,471,32,146,92,24,8,42,2.19,40,13
达里安人阿闹,145/320,.453,65/82,.793,63,418,52,179,68,36,20,49,1.39,39,13
Luke's Team,239/513,.466,104/123,.846,89,671,39,187,178,38,19,66,2.70,40,13
TST WATER CANNON,233/442,.527,89/126,.706,57,612,49,208,115,33,16,92,1.25,43,13
Michael Chow's Team,193/414,.466,88/119,.739,55,529,60,213,156,29,29,58,2.69,40,13
sean's Dazzling Team,217/456,.476,113/142,.796,75,622,53,189,118,28,15,60,1.97,42,13
