Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,187/348,.537,68/93,.731,35,477,84,243,156,42,28,76,2.05,45,24
sean's Dazzling Team,193/394,.490,99/125,.792,62,547,36,168,88,26,19,77,1.14,44,24
CWB Shams,169/321,.526,62/77,.805,33,433,37,138,109,45,21,44,2.48,44,24
达里安人阿闹,271/537,.505,93/109,.853,90,725,70,274,153,59,28,78,1.96,46,24
GiannisISmySON,161/346,.465,97/120,.808,33,452,53,152,79,29,15,52,1.52,38,24
离岛落得慢,96/206,.466,39/60,.650,24,255,33,112,69,15,11,18,3.83,36,24
Michael Chow's Team,242/536,.451,83/105,.790,62,629,63,224,137,44,25,69,1.99,44,24
甄姬拔菜,198/361,.548,83/102,.814,45,524,78,258,150,43,37,52,2.88,43,24
