Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,209/383,.546,68/90,.756,51,537,64,229,184,35,36,64,2.88,44,23
GiannisISmySON,264/522,.506,117/155,.755,71,716,45,184,126,32,16,88,1.43,47,23
CWB Shams,239/496,.482,114/136,.838,68,660,61,242,153,32,29,62,2.47,46,23
甄姬拔菜,193/381,.507,92/127,.724,40,518,76,219,152,45,17,72,2.11,46,23
Michael Chow's Team,240/480,.500,107/141,.759,79,666,56,221,165,42,27,77,2.14,53,23
达里安人阿闹,278/581,.478,122/143,.853,84,762,52,313,213,43,31,86,2.48,48,23
sean's Dazzling Team,232/470,.494,108/136,.794,52,624,39,213,112,26,16,63,1.78,42,23
离岛落得慢,161/332,.485,69/95,.726,35,426,36,158,110,33,14,57,1.93,44,23
