Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,145/276,.525,64/83,.771,27,381,58,202,130,33,19,55,2.36,50,7
Goodtime Brother,238/493,.483,110/138,.797,67,653,35,217,141,35,31,84,1.68,44,7
Alex's Team,257/531,.484,70/90,.778,93,677,61,211,154,47,24,96,1.60,48,7
sean's Dazzling Team,265/554,.478,125/151,.828,69,724,61,212,120,50,18,61,1.97,47,7
CWB Shams,247/489,.505,75/84,.893,92,661,35,173,172,42,22,55,3.13,42,7
Michael Chow's Team,248/525,.472,120/161,.745,72,688,54,229,180,41,34,98,1.84,47,7
Deng's Team,265/555,.477,134/175,.766,81,745,54,220,132,38,23,82,1.61,45,7
Kojima Production,157/368,.427,96/116,.828,38,448,39,186,107,31,30,63,1.70,49,7
GiannisISmySON,229/493,.465,116/158,.734,54,628,57,243,117,24,11,80,1.46,43,7
甄姬拔菜,119/243,.490,60/73,.822,15,313,53,176,77,31,33,35,2.20,44,7
Luke's Team,240/514,.467,89/113,.788,63,632,47,224,163,42,33,65,2.51,47,7
达里安人阿闹,241/469,.514,94/114,.825,67,643,68,262,169,42,44,63,2.68,46,7
TST WATER CANNON,225/472,.477,152/181,.840,62,664,46,192,124,33,18,66,1.88,49,7
离岛落得慢,275/549,.501,136/166,.819,74,760,53,249,207,37,25,104,1.99,47,7
