Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
WW,220/398,.553,68/95,.716,53,561,69,242,192,59,24,81,2.37,50,22
甄姬拔菜,221/440,.502,111/152,.730,42,595,84,257,144,38,41,77,1.87,50,22
CWB Shams,255/524,.487,104/131,.794,58,672,58,216,172,45,31,75,2.29,46,22
GiannisISmySON,199/451,.441,110/131,.840,52,560,39,179,154,33,19,81,1.90,45,22
Michael Chow's Team,205/419,.489,75/94,.798,72,557,54,221,179,29,27,67,2.67,42,22
sean's Dazzling Team,224/458,.489,153/186,.823,63,664,45,217,101,38,17,58,1.74,47,22
离岛落得慢,192/362,.530,82/103,.796,67,533,37,154,141,23,18,55,2.56,46,22
达里安人阿闹,252/510,.494,109/133,.820,73,686,61,316,167,33,25,81,2.06,47,22
