Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
季后赛守门员,233/458,.509,105/116,.905,49,620,52,197,84,49,32,50,1.68,35,13
INJ CAMP,141/322,.438,68/85,.800,50,400,36,112,107,18,15,35,3.06,33,13
GUCCI GUCCI,193/429,.450,111/147,.755,52,549,47,191,99,21,18,63,1.57,39,13
歪炮 mvp Team,102/251,.406,62/78,.795,40,306,21,107,107,16,16,65,1.65,33,13
Jinwei's Swag Team,158/338,.467,67/82,.817,37,420,40,155,126,44,24,58,2.17,37,13
🍵茶🍵,189/412,.459,92/119,.773,60,530,53,204,156,52,18,64,2.44,38,13
Jameson's Nifty Team,166/327,.508,74/96,.771,26,432,78,208,64,18,38,34,1.88,34,13
想夺冠的联系我 Cash Only,156/344,.453,86/104,.827,41,439,37,157,88,27,17,48,1.83,35,13
max,186/373,.499,65/77,.844,48,485,54,190,136,31,16,60,2.27,38,13
脆皮队,185/402,.460,69/102,.676,57,496,35,178,95,29,16,62,1.53,33,13
立超's Notable Team,119/289,.412,47/61,.770,56,341,15,95,56,18,11,34,1.65,30,13
YY,220/448,.491,101/120,.842,53,594,67,223,178,36,19,85,2.09,37,13
sean's Team,105/246,.427,55/74,.743,34,299,31,108,63,9,13,45,1.40,35,13
waterbro is godlike's Rad Team,138/337,.409,80/96,.833,46,402,41,196,104,31,20,58,1.79,36,13
SINCE’02,179/353,.507,75/94,.798,41,474,55,209,133,33,24,56,2.38,38,13
江郎才尽 理屈词穷 黔驴技穷,149/290,.514,36/47,.766,52,386,44,150,88,35,23,53,1.66,28,13
