Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
季后赛守门员,205/435,.471,96/124,.774,46,552,37,165,105,40,25,63,1.67,42,11
GUCCI GUCCI,326/650,.502,120/152,.789,106,878,75,271,163,38,20,108,1.51,40,11
Jinwei's Swag Team,168/357,.471,42/56,.750,48,426,46,185,109,52,35,52,2.10,37,11
江郎才尽 理屈词穷 黔驴技穷,180/381,.472,77/93,.828,55,492,41,172,132,36,23,52,2.54,39,11
Jameson's Nifty Team,199/448,.444,78/109,.716,51,527,52,233,111,28,30,59,1.88,38,11
脆皮队,250/500,.500,89/131,.679,60,649,66,237,140,32,26,65,2.15,44,11
max,211/470,.449,71/104,.683,60,553,66,256,153,45,27,60,2.55,44,11
歪炮 mvp Team,97/236,.411,37/48,.771,36,267,34,110,84,19,21,27,3.11,33,11
🍵茶🍵,149/303,.492,52/70,.743,39,389,44,161,104,31,12,42,2.48,38,11
想夺冠的联系我 Cash Only,168/349,.481,75/109,.688,36,447,47,187,96,38,22,51,1.88,35,11
立超's Notable Team,111/269,.413,53/59,.898,47,322,15,95,58,18,8,37,1.57,29,11
waterbro is godlike's Rad Team,113/263,.430,56/75,.747,32,314,39,144,90,30,21,42,2.14,44,11
sean's Team,134/279,.480,54/63,.857,46,368,25,107,58,16,13,29,2.00,38,11
SINCE’02,156/322,.484,68/85,.800,38,418,69,229,116,22,23,55,2.11,43,11
YY,239/493,.485,100/130,.769,65,643,50,254,173,46,25,69,2.51,42,11
INJ CAMP,209/464,.450,90/113,.796,64,572,49,194,131,31,18,61,2.15,41,11
