Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
季后赛守门员,175/338,.518,70/86,.814,40,460,35,157,57,28,16,42,1.357,35,21
Jinwei's Swag Team,171/353,.484,69/82,.841,55,466,55,176,118,53,14,66,1.788,39,21
GUCCI GUCCI,187/414,.452,90/113,.796,56,520,31,157,130,25,10,63,2.063,32,21
max,259/491,.527,91/112,.812,75,684,54,228,155,26,42,72,2.153,41,21
🍵茶🍵,200/427,.468,82/102,.804,78,560,33,190,191,46,13,63,3.032,33,21
SINCE’02,139/290,.479,69/94,.734,31,378,69,238,108,25,20,52,2.077,34,21
脆皮队,188/364,.516,81/113,.717,61,518,41,178,96,28,11,45,2.133,37,21
YY,152/304,.500,74/94,.787,45,423,40,177,125,28,12,49,2.551,34,21
