Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
季后赛守门员,223/417,.535,105/131,.802,67,618,51,213,106,48,32,62,1.71,39,17
waterbro is godlike's Rad Team,104/241,.432,55/61,.902,34,297,25,130,92,21,17,38,2.42,39,17
GUCCI GUCCI,230/475,.484,85/102,.833,89,634,41,190,115,34,19,63,1.83,39,17
想夺冠的联系我 Cash Only,137/296,.463,61/80,.763,35,370,38,149,107,30,10,32,3.34,37,17
Jinwei's Swag Team,136/262,.519,42/55,.764,42,356,39,166,88,30,15,45,1.96,41,17
max,233/474,.492,89/113,.788,88,643,47,209,163,43,25,61,2.67,44,17
Jameson's Nifty Team,189/391,.483,63/91,.692,45,486,49,220,98,26,22,51,1.92,40,17
SINCE’02,192/367,.523,78/100,.780,41,503,71,205,124,34,27,60,2.07,43,17
🍵茶🍵,219/438,.500,108/140,.771,69,615,55,243,183,48,25,77,2.38,44,17
江郎才尽 理屈词穷 黔驴技穷,174/375,.464,64/80,.800,43,455,34,168,112,31,16,43,2.60,38,17
立超's Notable Team,160/331,.483,67/81,.827,50,437,40,132,79,16,9,49,1.61,33,17
歪炮 mvp Team,107/292,.366,70/84,.833,44,328,30,120,105,24,18,71,1.48,36,17
sean's Team,128/269,.476,39/50,.780,41,336,28,133,75,18,12,56,1.34,37,17
YY,249/526,.473,121/142,.852,54,673,63,254,190,34,22,95,2.00,41,17
脆皮队,252/545,.462,94/127,.740,62,660,55,198,149,35,16,86,1.73,47,17
INJ CAMP,173/451,.384,102/118,.864,62,510,51,158,127,35,15,57,2.23,37,17
