Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
季后赛守门员,134/272,.493,48/71,.676,26,342,39,152,58,22,22,26,2.23,37,23
SINCE’02,152/333,.456,61/78,.782,28,393,78,254,133,41,18,56,2.38,42,23
GUCCI GUCCI,209/427,.489,92/101,.911,65,575,32,151,112,23,13,66,1.70,38,23
脆皮队,153/317,.483,43/55,.782,59,408,33,127,98,22,13,38,2.58,42,23
Jinwei's Swag Team,185/342,.541,54/73,.740,46,470,64,195,67,36,29,50,1.34,42,23
max,150/301,.498,78/104,.750,50,428,34,140,105,35,12,35,3.00,43,23
🍵茶🍵,192/393,.489,70/98,.714,54,508,49,190,166,46,21,69,2.41,41,23
YY,266/467,.570,89/111,.802,77,698,49,211,135,56,18,75,1.80,43,23
