Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
季后赛守门员,203/397,.511,112/146,.767,40,558,76,247,121,45,23,53,2.28,43,15
立超's Notable Team,116/272,.426,53/63,.841,51,336,14,77,49,18,3,27,1.81,31,15
GUCCI GUCCI,182/399,.456,117/132,.886,74,555,33,138,96,16,16,47,2.04,38,15
脆皮队,239/493,.485,97/129,.752,56,631,46,210,130,42,22,64,2.03,42,15
Jinwei's Swag Team,163/353,.462,56/79,.709,49,431,70,248,86,43,34,64,1.34,43,15
Jameson's Nifty Team,157/353,.445,81/98,.827,27,422,57,194,79,19,23,36,2.19,43,15
max,221/467,.473,103/119,.866,56,601,49,183,146,41,32,64,2.28,42,15
想夺冠的联系我 Cash Only,139/338,.411,60/68,.882,30,368,24,115,117,30,21,44,2.66,39,15
🍵茶🍵,262/548,.478,123/159,.774,78,725,57,278,216,42,34,87,2.48,48,15
SINCE’02,203/410,.495,102/124,.823,36,544,82,252,141,41,27,63,2.24,41,15
sean's Team,188/391,.481,79/100,.790,52,507,50,207,106,17,15,50,2.12,45,15
江郎才尽 理屈词穷 黔驴技穷,177/346,.512,56/70,.800,62,472,47,167,110,29,14,57,1.93,45,15
waterbro is godlike's Rad Team,141/295,.478,81/107,.757,51,414,53,182,100,28,31,44,2.27,42,15
YY,254/514,.494,132/158,.835,51,691,66,252,200,42,24,101,1.98,45,15
INJ CAMP,259/509,.509,134/156,.859,96,748,45,168,148,34,21,74,2.00,44,15
歪炮 mvp Team,132/300,.440,72/83,.867,50,386,26,98,124,27,9,48,2.58,37,15
