Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
季后赛守门员,220/453,.486,99/135,.733,38,577,66,222,120,55,36,64,1.88,43,12
想夺冠的联系我 Cash Only,189/357,.529,62/92,.674,64,504,32,154,102,36,16,45,2.27,38,12
GUCCI GUCCI,219/497,.441,92/115,.800,73,603,40,207,143,31,12,86,1.66,41,12
Jameson's Nifty Team,212/424,.500,100/132,.758,39,563,70,270,103,34,24,45,2.29,37,12
Jinwei's Swag Team,151/340,.444,48/66,.727,67,417,22,142,123,33,27,42,2.93,37,12
YY,213/466,.457,111/137,.810,54,591,53,234,150,48,21,76,1.97,42,12
max,225/425,.529,76/86,.884,70,596,62,220,154,34,23,61,2.52,41,12
sean's Team,117/222,.527,74/79,.937,32,340,24,97,56,12,14,29,1.93,31,12
🍵茶🍵,221/468,.472,77/103,.748,60,579,50,228,148,49,15,65,2.28,46,12
INJ CAMP,199/420,.474,91/119,.765,62,551,50,178,115,21,20,60,1.92,42,12
立超's Notable Team,129/296,.436,58/70,.829,45,361,27,122,68,23,8,40,1.70,32,12
江郎才尽 理屈词穷 黔驴技穷,176/351,.501,72/91,.791,63,487,46,176,133,33,18,55,2.42,40,12
脆皮队,209/462,.452,80/108,.741,56,554,55,212,136,36,22,59,2.31,40,12
歪炮 mvp Team,99/215,.460,59/69,.855,35,292,15,69,86,19,13,40,2.15,32,12
waterbro is godlike's Rad Team,138/272,.507,57/83,.687,46,379,37,154,85,25,16,43,1.98,39,12
SINCE’02,152/315,.483,71/88,.807,43,418,44,188,95,39,15,50,1.90,43,12
