Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
季后赛守门员,227/485,.468,100/127,.787,57,611,43,204,165,38,23,59,2.80,42,22
YY,238/495,.481,92/113,.814,59,627,53,239,144,39,33,69,2.09,46,22
Jinwei's Swag Team,226/455,.497,62/77,.805,64,578,69,274,122,37,46,60,2.03,43,22
茶,284/607,.468,104/126,.825,96,768,52,243,216,45,19,75,2.88,42,22
Hali Hali,206/444,.464,93/114,.816,67,572,34,186,137,35,26,56,2.45,40,22
SINCE’02,252/482,.523,100/138,.725,56,660,81,340,163,48,33,87,1.87,43,22
max,179/391,.458,77/104,.740,46,481,80,267,171,48,29,73,2.34,47,22
sean's Team,193/394,.490,95/132,.720,53,534,33,198,169,20,18,101,1.67,42,22
