Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
季后赛守门员,205/422,.486,113/129,.876,53,576,41,202,115,31,29,52,2.21,40,10
SINCE’02,224/420,.533,112/137,.818,49,609,60,235,155,34,33,59,2.63,39,10
GUCCI GUCCI,200/425,.471,92/118,.780,54,546,42,161,101,22,19,76,1.33,40,10
想夺冠的联系我 Cash Only,206/442,.466,104/128,.813,74,590,28,159,135,27,17,66,2.05,44,10
Jinwei's Swag Team,186/411,.453,73/94,.777,53,498,53,179,126,30,18,48,2.63,39,10
志在参与,191/432,.442,85/112,.759,71,538,35,171,112,26,13,49,2.29,42,10
Hali Hali,233/443,.526,93/125,.744,76,635,26,173,166,33,21,61,2.72,38,10
sean's Team,216/450,.480,124/157,.790,57,613,40,200,157,36,22,70,2.24,40,10
max,197/405,.486,67/90,.744,48,509,55,231,140,46,35,52,2.69,39,10
waterbro is godlike's Rad Team,188/372,.505,79/96,.823,69,524,40,187,110,27,21,61,1.80,41,10
茶,199/440,.452,65/87,.747,71,534,43,205,112,23,16,57,1.96,37,10
立超's Notable Team,177/329,.538,60/85,.706,47,461,49,175,84,32,25,41,2.05,40,10
Reaper,202/406,.498,89/110,.809,51,544,36,170,140,30,26,57,2.46,41,10
江郎才尽 理屈词穷 黔驴技穷,218/454,.480,102/131,.779,62,600,34,186,130,24,24,54,2.41,37,10
YY,273/548,.498,146/185,.789,63,755,61,266,169,53,33,74,2.28,40,10
歪炮 mvp Team,226/462,.489,135/175,.771,75,662,56,216,162,37,35,84,1.93,38,10
