Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
季后赛守门员,215/449,.479,97/116,.836,42,569,52,202,122,35,37,61,2.00,40,3
茶,189/378,.500,73/92,.793,64,515,54,183,112,37,13,56,2.00,38,3
GUCCI GUCCI,206/454,.454,143/169,.846,53,608,42,215,107,29,15,73,1.47,38,3
Jinwei's Swag Team,188/423,.444,83/101,.822,59,518,65,230,123,27,30,55,2.24,41,3
Hali Hali,235/480,.490,102/130,.785,62,634,42,200,164,37,23,80,2.05,41,3
waterbro is godlike's Rad Team,170/384,.443,100/125,.800,49,489,43,218,111,29,22,59,1.88,41,3
max,165/353,.467,63/98,.643,31,424,92,237,140,31,24,60,2.33,39,3
歪炮 mvp Team,197/453,.435,136/158,.861,48,578,36,177,108,35,20,79,1.37,40,3
立超's Notable Team,154/310,.497,66/87,.759,31,405,56,184,119,31,17,49,2.43,35,3
江郎才尽 理屈词穷 黔驴技穷,170/375,.453,77/92,.837,51,468,62,210,87,30,15,58,1.50,35,3
sean's Team,245/507,.483,98/153,.641,49,637,54,262,154,31,29,103,1.50,40,3
志在参与,240/526,.456,99/121,.818,79,658,41,186,113,30,19,61,1.85,39,3
Reaper,205/431,.476,124/148,.838,72,606,43,194,96,24,17,65,1.48,38,3
YY,243/506,.480,115/139,.827,45,646,64,256,166,32,46,87,1.91,42,3
想夺冠的联系我 Cash Only,155/347,.447,86/103,.835,55,451,22,141,73,28,16,44,1.66,42,3
SINCE’02,241/441,.546,96/122,.787,48,626,40,211,144,37,28,66,2.18,35,3
