Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
季后赛守门员,253/512,.494,109/136,.801,73,688,42,190,131,39,23,78,1.68,45,23
Hali Hali,219/435,.503,71/86,.826,63,572,38,200,138,47,34,62,2.23,45,23
Jinwei's Swag Team,199/436,.456,88/114,.772,77,563,58,252,166,48,24,68,2.44,46,23
sean's Team,243/507,.479,85/111,.766,51,622,70,283,181,47,30,82,2.21,46,23
max,201/410,.490,65/86,.756,54,521,59,240,200,42,20,80,2.50,47,23
茶,222/473,.469,78/95,.821,56,578,39,202,203,43,18,81,2.51,46,23
YY,236/490,.482,97/116,.836,53,622,71,260,123,31,27,69,1.78,50,23
SINCE’02,247/476,.519,128/162,.790,52,674,64,286,167,49,34,77,2.17,45,23
