Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
季后赛守门员,250/513,.487,146/175,.834,76,722,40,225,150,36,33,82,1.83,43,19
江郎才尽 理屈词穷 黔驴技穷,232/500,.464,90/121,.744,61,615,51,217,127,33,31,53,2.40,41,19
GUCCI GUCCI,155/337,.460,61/91,.670,42,413,31,141,69,19,22,32,2.16,36,19
waterbro is godlike's Rad Team,245/500,.490,80/97,.825,86,656,61,235,123,26,23,70,1.76,46,19
Jinwei's Swag Team,245/519,.472,74/85,.871,81,645,74,278,171,38,19,54,3.17,43,19
想夺冠的联系我 Cash Only,239/546,.438,102/116,.879,99,679,36,208,182,44,20,63,2.89,41,19
Hali Hali,215/478,.450,102/127,.803,57,589,39,206,151,40,32,63,2.40,42,19
Reaper,254/525,.484,101/126,.802,63,672,39,195,130,40,22,72,1.81,37,19
max,178/353,.504,52/71,.732,56,464,62,232,160,37,34,73,2.19,42,19
立超's Notable Team,147/293,.502,50/77,.649,33,377,40,184,117,34,22,57,2.05,36,19
茶,220/450,.489,61/82,.744,88,589,32,167,180,36,14,74,2.43,43,19
YY,192/390,.492,97/124,.782,40,521,56,215,122,29,25,65,1.88,42,19
sean's Team,193/372,.519,96/110,.873,44,526,36,181,165,29,23,85,1.94,42,19
SINCE’02,214/439,.487,106/143,.741,61,595,53,235,152,35,34,64,2.38,37,19
志在参与,186/399,.466,72/92,.783,69,513,34,146,107,32,17,60,1.78,37,19
歪炮 mvp Team,189/410,.461,71/100,.710,65,514,38,161,68,21,28,47,1.45,41,19
