Team,FGM/A,FG%,FTM/A,FT%,3PTM,PTS,OREB,REB,AST,ST,BLK,TO,A/T,GP,Week
季后赛守门员,184/381,.483,80/100,.800,49,497,29,140,107,24,22,52,2.06,39,24
Jinwei's Swag Team,170/343,.496,51/63,.810,57,448,44,170,104,29,20,29,3.59,41,24
Hali Hali,223/450,.496,63/87,.724,60,569,39,198,144,31,28,77,1.87,39,24
sean's Team,202/418,.483,78/105,.743,33,515,64,234,117,51,21,62,1.89,40,24
max,190/400,.475,77/100,.770,47,504,78,254,184,39,17,65,2.83,42,24
YY,218/410,.532,70/83,.843,62,568,38,179,99,37,22,57,1.74,42,24
茶,247/487,.507,70/83,.843,70,634,55,257,157,40,19,68,2.31,40,24
SINCE’02,201/395,.509,105/132,.795,54,561,62,253,160,30,30,85,1.88,42,24
